cluster_id,n_users,n_merchants,n_transactions,transaction_amount,chargeback_count,chargebacked_transaction_count,disputed_amount,average_user_risk,average_merchant_risk,max_user_risk,max_merchant_risk,cluster_chargeback_rate,disputed_amount_ratio,temporal_concentration,relationship_concentration,cluster_risk_score,risk_level,top_signals,explanation
CLU00480,2,1,2,24610.41,1,1,1071.92,4.6667,8.2617,9.3333,8.2617,0.5,0.0436,0.5,0.1,20.639,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.4%."
CLU00390,2,1,2,25161.67,1,1,-647.02,6.6667,11.1111,9.3333,11.1111,0.5,-0.0257,0.5,0.1,20.6143,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -2.6%."
CLU00031,6,1,6,63103.97,1,1,5763.76,2.6667,25.6853,16.0,25.6853,0.1667,0.0913,0.3333,0.1,20.5948,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 6 user(s) and 1 merchant(s) with 6 transaction(s), chargeback rate 16.7%, disputed amount ratio 9.1%."
CLU00387,2,1,2,33195.84,2,1,1340.0,6.0,8.2263,9.3333,8.2263,0.5,0.0404,0.5,0.1,20.5841,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 4.0%."
CLU00242,2,1,2,47344.14,1,1,0.0,6.0,7.7778,12.0,7.7778,0.5,0.0,0.5,0.1,20.5556,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
CLU00422,2,1,2,21366.94,1,1,813.25,4.6667,8.2007,9.3333,8.2007,0.5,0.0381,0.5,0.1,20.5444,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.8%."
CLU00343,2,1,2,23753.18,1,1,845.38,4.6667,8.1732,9.3333,8.1732,0.5,0.0356,0.5,0.1,20.5018,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.6%."
CLU00121,4,1,4,52511.88,1,1,0.0,3.3333,21.1111,13.3333,21.1111,0.25,0.0,0.5,0.1,20.5,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 0.0%."
CLU00412,2,1,2,42520.79,1,1,-5720.73,6.6667,14.4444,13.3333,14.4444,0.5,-0.1345,0.5,0.1,20.4819,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -13.5%."
CLU00524,2,1,2,29823.02,1,1,991.51,4.6667,8.1472,9.3333,8.1472,0.5,0.0332,0.5,0.1,20.4615,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.3%."
CLU00201,3,1,3,47090.23,1,1,12462.99,4.0,12.1888,9.3333,12.1888,0.3333,0.2647,0.3333,0.1,20.4546,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 26.5%."
CLU00438,2,1,2,39338.92,1,1,1247.41,4.6667,8.1301,9.3333,8.1301,0.5,0.0317,0.5,0.1,20.435,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.2%."
CLU00108,4,1,4,44126.69,1,1,1635.13,5.0,25.2679,13.3333,25.2679,0.25,0.0371,0.25,0.1,20.4264,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 3.7%."
CLU00314,2,1,2,31212.25,1,1,946.11,4.6667,8.1146,9.3333,8.1146,0.5,0.0303,0.5,0.1,20.4109,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.0%."
CLU00260,2,1,2,26782.38,1,1,797.17,4.6667,8.1085,9.3333,8.1085,0.5,0.0298,0.5,0.1,20.4015,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.0%."
CLU00487,2,1,2,20199.45,1,1,661.74,4.6667,7.7778,9.3333,7.7778,0.5,0.0328,0.5,0.1,20.3803,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 3.3%."
CLU00382,2,1,2,26108.66,1,1,739.17,4.6667,8.0923,9.3333,8.0923,0.5,0.0283,0.5,0.1,20.3765,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.8%."
CLU00191,2,2,3,48283.04,1,1,16244.17,4.6667,6.1787,9.3333,12.3574,0.3333,0.3364,0.3333,0.1,20.3713,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 2 user(s) and 2 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 33.6%."
CLU00498,2,1,2,38167.67,1,1,1055.53,4.6667,8.0851,9.3333,8.0851,0.5,0.0277,0.5,0.1,20.3652,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.8%."
CLU00061,5,1,5,36138.55,1,1,3060.38,2.6667,26.7968,13.3333,26.7968,0.2,0.0847,0.2,0.1,20.3288,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 8.5%."
CLU00389,2,1,2,6562.12,1,1,162.44,4.6667,8.0528,9.3333,8.0528,0.5,0.0248,0.5,0.1,20.3152,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.5%."
CLU00518,2,1,2,32799.54,1,1,792.99,4.6667,8.0464,9.3333,8.0464,0.5,0.0242,0.5,0.1,20.3053,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.4%."
CLU00537,2,1,2,44938.43,1,1,1085.5,4.6667,8.0462,9.3333,8.0462,0.5,0.0242,0.5,0.1,20.3049,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.4%."
CLU00497,2,1,2,17941.62,1,1,426.17,4.6667,8.0417,9.3333,8.0417,0.5,0.0238,0.5,0.1,20.298,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.4%."
CLU00462,2,1,2,19409.62,1,1,508.21,4.6667,7.7778,9.3333,7.7778,0.5,0.0262,0.5,0.1,20.2816,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.6%."
CLU00320,2,1,2,30051.67,1,1,660.0,4.6667,8.0218,9.3333,8.0218,0.5,0.022,0.5,0.1,20.2671,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.2%."
CLU00268,2,1,2,37347.03,1,1,802.62,4.6667,8.0166,9.3333,8.0166,0.5,0.0215,0.5,0.1,20.259,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.1%."
CLU00486,2,1,2,21344.45,1,1,454.0,4.6667,8.0141,9.3333,8.0141,0.5,0.0213,0.5,0.1,20.2552,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.1%."
CLU00527,2,1,2,22965.8,1,1,485.1,4.6667,8.0125,9.3333,8.0125,0.5,0.0211,0.5,0.1,20.2527,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 2.1%."
CLU00146,3,1,3,9702.36,1,1,2477.97,4.0,12.0344,9.3333,12.0344,0.3333,0.2554,0.3333,0.1,20.2461,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 25.5%."
CLU00349,2,1,2,27443.2,1,1,-4189.62,6.6667,14.4444,13.3333,14.4444,0.5,-0.1527,0.5,0.1,20.21,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -15.3%."
CLU00287,2,1,2,23002.65,1,1,418.0,4.6667,7.9797,9.3333,7.9797,0.5,0.0182,0.5,0.1,20.2018,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.8%."
CLU00448,2,1,2,34380.56,1,1,606.33,4.6667,7.9737,9.3333,7.9737,0.5,0.0176,0.5,0.1,20.1926,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.8%."
CLU00276,2,1,2,15494.37,1,1,270.77,4.6667,7.9719,9.3333,7.9719,0.5,0.0175,0.5,0.1,20.1899,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.7%."
CLU00119,4,1,4,49090.53,1,1,1349.33,4.3333,25.0553,17.3333,25.0553,0.25,0.0275,0.25,0.1,20.1872,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 2.7%."
CLU00298,2,1,2,45913.52,1,1,687.73,4.6667,7.9442,9.3333,7.9442,0.5,0.015,0.5,0.1,20.1469,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.5%."
CLU00173,3,1,3,29844.93,1,1,3062.43,3.1111,9.488,9.3333,9.488,0.3333,0.1026,0.6667,0.1,20.1424,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 10.3%."
CLU00546,2,1,2,37693.62,1,1,519.74,4.6667,7.931,9.3333,7.931,0.5,0.0138,0.5,0.1,20.1264,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.4%."
CLU00304,2,1,2,32336.65,1,1,440.57,6.0,7.9292,9.3333,7.9292,0.5,0.0136,0.5,0.1,20.1235,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.4%."
CLU00292,2,1,2,15854.73,1,1,-2520.29,6.6667,14.4444,13.3333,14.4444,0.5,-0.159,0.5,0.1,20.1156,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -15.9%."
CLU00517,2,1,2,31999.19,1,1,374.0,4.6667,7.9076,9.3333,7.9076,0.5,0.0117,0.5,0.1,20.0902,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.2%."
CLU00539,2,1,2,30021.54,1,1,342.0,4.6667,7.9044,9.3333,7.9044,0.5,0.0114,0.5,0.1,20.0851,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 1.1%."
CLU00157,3,1,3,60728.15,1,1,15054.0,3.1111,11.9093,9.3333,11.9093,0.3333,0.2479,0.3333,0.1,20.0772,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 24.8%."
CLU00522,2,1,2,18894.68,1,1,146.7,4.6667,7.864,9.3333,7.864,0.5,0.0078,0.5,0.1,20.0226,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.8%."
CLU00335,2,1,2,40233.32,1,1,271.69,6.0,7.8528,9.3333,7.8528,0.5,0.0068,0.5,0.1,20.0052,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.7%."
CLU00233,2,1,2,32856.39,1,1,193.64,4.6667,7.8433,9.3333,7.8433,0.5,0.0059,0.5,0.1,19.9904,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.6%."
CLU00490,2,1,2,32250.83,1,1,177.16,4.6667,7.8388,9.3333,7.8388,0.5,0.0055,0.5,0.1,19.9835,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.5%."
CLU00123,4,1,4,43289.41,1,1,9493.15,2.3333,12.651,9.3333,12.651,0.25,0.2193,0.5,0.1,19.9824,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio, temporal_concentration. Cluster involves 4 user(s) and 1 merchant(s) with 4 transaction(s), chargeback rate 25.0%, disputed amount ratio 21.9%."
CLU00011,9,2,10,102793.21,2,2,1919.56,4.2963,26.3952,21.3333,29.6422,0.2,0.0187,0.2,0.1,19.9697,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 9 user(s) and 2 merchant(s) with 10 transaction(s), chargeback rate 20.0%, disputed amount ratio 1.9%."
CLU00464,2,1,2,27074.69,1,1,0.0,4.6667,7.7778,9.3333,7.7778,0.5,0.0,0.5,0.1,19.8889,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
CLU00362,2,1,2,35688.43,1,1,0.0,4.6667,7.7778,9.3333,7.7778,0.5,0.0,0.5,0.1,19.8889,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
CLU00467,2,1,2,36704.53,1,1,0.0,4.6667,7.7778,9.3333,7.7778,0.5,0.0,0.5,0.1,19.8889,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
CLU00475,2,1,2,26276.11,1,1,0.0,4.6667,7.7778,9.3333,7.7778,0.5,0.0,0.5,0.1,19.8889,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
CLU00544,2,1,2,45685.09,1,1,0.0,4.6667,7.7778,9.3333,7.7778,0.5,0.0,0.5,0.1,19.8889,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
CLU00381,2,1,2,33471.77,1,1,0.0,4.6667,7.7778,9.3333,7.7778,0.5,0.0,0.5,0.1,19.8889,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio 0.0%."
CLU00564,2,1,2,14898.15,2,1,-47.51,4.6667,7.7778,9.3333,7.7778,0.5,-0.0032,0.5,0.1,19.8411,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -0.3%."
CLU00072,5,1,5,40301.88,1,1,455.59,4.0,28.0918,13.3333,28.0918,0.2,0.0113,0.2,0.1,19.8109,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 1.1%."
CLU00048,5,1,5,64304.45,1,1,4232.74,2.6667,26.2729,13.3333,26.2729,0.2,0.0658,0.2,0.1,19.8101,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 6.6%."
CLU00156,3,1,3,50122.6,1,1,11640.86,3.1111,11.6486,9.3333,11.6486,0.3333,0.2322,0.3333,0.1,19.7252,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 23.2%."
CLU00060,5,1,5,63310.47,1,1,381.32,3.4667,27.9451,13.3333,27.9451,0.2,0.006,0.2,0.1,19.6656,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 0.6%."
CLU00034,6,1,6,101216.96,2,1,7245.79,3.3333,27.9144,13.3333,27.9144,0.1667,0.0716,0.1667,0.1,19.6356,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 6 user(s) and 1 merchant(s) with 6 transaction(s), chargeback rate 16.7%, disputed amount ratio 7.2%."
CLU00283,2,1,2,22263.15,1,1,-2850.55,6.6667,11.1111,13.3333,11.1111,0.5,-0.128,0.5,0.1,19.635,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -12.8%."
CLU00074,5,1,5,60292.52,1,1,3352.04,2.6667,25.9888,13.3333,25.9888,0.2,0.0556,0.2,0.1,19.5289,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 5.6%."
CLU00248,2,1,2,29215.13,1,1,-728.36,4.6667,7.7778,9.3333,7.7778,0.5,-0.0249,0.5,0.1,19.5149,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -2.5%."
CLU00039,5,2,6,37348.56,2,1,13428.48,4.5333,12.7422,9.3333,22.1511,0.1667,0.3595,0.1667,0.1,19.4797,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 5 user(s) and 2 merchant(s) with 6 transaction(s), chargeback rate 16.7%, disputed amount ratio 36.0%."
CLU00052,5,1,5,81908.78,1,1,4363.55,2.6667,25.9243,13.3333,25.9243,0.2,0.0533,0.2,0.1,19.465,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 5.3%."
CLU00367,2,1,2,42042.34,1,1,-1274.02,4.6667,7.7778,9.3333,7.7778,0.5,-0.0303,0.5,0.1,19.4343,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -3.0%."
CLU00076,5,1,5,81133.25,1,1,4219.82,2.6667,25.8892,13.3333,25.8892,0.2,0.052,0.2,0.1,19.4303,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 5.2%."
CLU00315,2,1,2,35344.6,1,1,-1084.65,4.6667,7.7778,9.3333,7.7778,0.5,-0.0307,0.5,0.1,19.4286,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -3.1%."
CLU00047,5,1,5,36461.09,1,1,1850.41,2.6667,25.8542,13.3333,25.8542,0.2,0.0508,0.2,0.1,19.3956,LOW,elevated_avg_merchant_risk|high_cluster_chargeback_rate,"Investigation candidate due to: elevated_avg_merchant_risk, high_cluster_chargeback_rate. Cluster involves 5 user(s) and 1 merchant(s) with 5 transaction(s), chargeback rate 20.0%, disputed amount ratio 5.1%."
CLU00241,2,1,2,17978.42,1,1,-604.81,4.6667,7.7778,9.3333,7.7778,0.5,-0.0336,0.5,0.1,19.3843,LOW,high_cluster_chargeback_rate|temporal_concentration,"Investigation candidate due to: high_cluster_chargeback_rate, temporal_concentration. Cluster involves 2 user(s) and 1 merchant(s) with 2 transaction(s), chargeback rate 50.0%, disputed amount ratio -3.4%."
CLU00182,3,1,3,42002.92,1,1,9117.57,3.1111,11.3956,9.3333,11.3956,0.3333,0.2171,0.3333,0.1,19.3837,LOW,high_cluster_chargeback_rate|high_disputed_amount_ratio,"Investigation candidate due to: high_cluster_chargeback_rate, high_disputed_amount_ratio. Cluster involves 3 user(s) and 1 merchant(s) with 3 transaction(s), chargeback rate 33.3%, disputed amount ratio 21.7%."
