merchant_id,retrospective_risk_score,risk_level,transaction_count,total_transaction_amount,chargeback_transaction_count,chargeback_rate,disputed_amount_ratio,top_risk_signal_1,top_risk_signal_2,top_risk_signal_3,explanation
MCH7134,3.3333333333333335,LOW,2,193.34999999999943,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7136,0.0,LOW,3,16850.07,0,0.0,0.0,,,,No risk signals identified.
MCH7137,3.3333333333333335,LOW,2,23979.19,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7138,0.0,LOW,4,59167.15,0,0.0,0.0,,,,No risk signals identified.
MCH7139,14.401036241478238,LOW,2,23232.68,1,0.5,0.2960932617330415,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH7140,13.447009969936326,LOW,4,61700.16,1,0.25,0.1051154486471347,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH7141,8.114579300684115,LOW,2,31212.25,1,0.5,0.0303121370615703,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7143,0.0,LOW,3,21278.5,0,0.0,0.0,,,,No risk signals identified.
MCH7144,0.0,LOW,2,24709.69,0,0.0,0.0,,,,No risk signals identified.
MCH7145,8.276213757907184,LOW,1,12599.3,1,1.0,0.0897184764232933,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7147,0.0,LOW,1,12638.33,0,0.0,0.0,,,,No risk signals identified.
MCH7148,0.0,LOW,1,16206.47,0,0.0,0.0,,,,No risk signals identified.
MCH7149,0.0,LOW,5,45991.54,0,0.0,0.0,,,,No risk signals identified.
MCH7151,0.0,LOW,2,-188.3199999999997,0,0.0,0.0,,,,No risk signals identified.
MCH7153,0.0,LOW,2,-2878.0999999999995,0,0.0,0.0,,,,No risk signals identified.
MCH7155,11.341303625842706,LOW,2,33000.880000000005,1,0.5,0.0207173263258434,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH7156,0.0,LOW,5,78965.06,0,0.0,0.0,,,,No risk signals identified.
MCH7157,0.0,LOW,2,32751.48,0,0.0,0.0,,,,No risk signals identified.
MCH7159,0.0,LOW,3,45533.91,0,0.0,0.0,,,,No risk signals identified.
MCH7160,0.0,LOW,2,11593.92,0,0.0,0.0,,,,No risk signals identified.
MCH7161,0.0,LOW,2,5950.410000000001,0,0.0,0.0,,,,No risk signals identified.
MCH7162,0.0,LOW,1,3526.38,0,0.0,0.0,,,,No risk signals identified.
MCH7163,0.0,LOW,2,27061.620000000003,0,0.0,0.0,,,,No risk signals identified.
MCH7164,10.457885989494244,LOW,2,11448.75,1,0.5,0.2412097390544819,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7166,0.0,LOW,2,14418.77,0,0.0,0.0,,,,No risk signals identified.
MCH7167,7.777777777777778,LOW,2,28732.96,1,0.5,0.0,merchant_chargeback_rate,,,Elevated risk driven primarily by merchant chargeback rate.
MCH7168,0.0,LOW,2,33422.59,0,0.0,0.0,,,,No risk signals identified.
MCH7170,0.0,LOW,3,18435.52,0,0.0,0.0,,,,No risk signals identified.
MCH7171,0.0,LOW,3,42523.759999999995,0,0.0,0.0,,,,No risk signals identified.
MCH7172,0.0,LOW,2,9731.600000000002,0,0.0,0.0,,,,No risk signals identified.
MCH7173,0.0,LOW,1,155.04,0,0.0,0.0,,,,No risk signals identified.
MCH7174,0.0,LOW,1,16552.6,0,0.0,0.0,,,,No risk signals identified.
MCH7175,0.0,LOW,1,-22832.01,0,0.0,0.0,,,,No risk signals identified.
MCH7176,0.0,LOW,1,4142.61,0,0.0,0.0,,,,No risk signals identified.
MCH7177,0.0,LOW,4,45022.38,0,0.0,0.0,,,,No risk signals identified.
MCH7178,0.0,LOW,1,13159.0,0,0.0,0.0,,,,No risk signals identified.
MCH7179,28.114196929205043,LOW,5,56890.01,1,0.2,0.0121110894513817,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH7180,0.0,LOW,1,23235.11,0,0.0,0.0,,,,No risk signals identified.
MCH7181,0.0,LOW,1,10745.77,0,0.0,0.0,,,,No risk signals identified.
MCH7182,0.0,LOW,3,49137.19,0,0.0,0.0,,,,No risk signals identified.
MCH7183,11.349784708305675,LOW,3,71273.07,1,0.3333333333333333,0.0143204158316738,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH7184,0.0,LOW,1,7594.72,0,0.0,0.0,,,,No risk signals identified.
MCH7185,0.0,LOW,5,39207.18,0,0.0,0.0,,,,No risk signals identified.
MCH7186,3.3333333333333335,LOW,5,65275.130000000005,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7187,0.0,LOW,5,33870.1,0,0.0,0.0,,,,No risk signals identified.
MCH7188,0.0,LOW,1,10800.0,0,0.0,0.0,,,,No risk signals identified.
MCH7189,0.0,LOW,3,36825.98,0,0.0,0.0,,,,No risk signals identified.
MCH7190,0.0,LOW,4,36016.93,0,0.0,0.0,,,,No risk signals identified.
MCH7191,3.3333333333333335,LOW,2,41278.03,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7192,0.0,LOW,1,7427.04,0,0.0,0.0,,,,No risk signals identified.
MCH7193,0.0,LOW,3,45167.84,0,0.0,0.0,,,,No risk signals identified.
MCH7194,7.936553880439799,LOW,1,18138.05,1,1.0,0.0285796984791639,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7195,0.0,LOW,2,29806.03,0,0.0,0.0,,,,No risk signals identified.
MCH7196,12.186874927878563,LOW,1,23532.84,1,1.0,0.1936374870181414,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH7199,2.777777777777777,LOW,6,75561.27,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7200,7.936507936507933,LOW,7,65369.64000000001,1,0.1428571428571428,-0.042321787300649,merchant_chargeback_rate,merchant_failure_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate."
MCH7201,36.0801459919073,MEDIUM,3,22065.15,2,0.6666666666666666,0.4314754261811045,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH7202,28.905031927236184,LOW,5,67346.54,1,0.2,0.0405811493805027,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH7204,3.3333333333333335,LOW,1,11732.99,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7205,7.977161588026226,LOW,1,24940.73,1,1.0,0.0358890858447206,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7206,0.0,LOW,1,19220.68,0,0.0,0.0,,,,No risk signals identified.
MCH7207,3.3333333333333335,LOW,4,57559.51,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7208,0.0,LOW,4,63924.91,0,0.0,0.0,,,,No risk signals identified.
MCH7209,0.0,LOW,2,20286.56,0,0.0,0.0,,,,No risk signals identified.
MCH7210,0.0,LOW,4,63632.95,0,0.0,0.0,,,,No risk signals identified.
MCH7211,0.0,LOW,2,28806.61,0,0.0,0.0,,,,No risk signals identified.
MCH7212,0.0,LOW,1,2202.06,0,0.0,0.0,,,,No risk signals identified.
MCH7213,9.043538581374706,LOW,3,43636.47,1,0.3333333333333333,0.0759456482158158,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7214,0.0,LOW,2,26409.29,0,0.0,0.0,,,,No risk signals identified.
MCH7215,0.0,LOW,2,33953.509999999995,0,0.0,0.0,,,,No risk signals identified.
MCH7216,0.0,LOW,1,9919.52,0,0.0,0.0,,,,No risk signals identified.
MCH7217,0.0,LOW,1,12369.71,0,0.0,0.0,,,,No risk signals identified.
MCH7218,21.530275143973867,LOW,2,16236.55,1,0.5,0.6377247629576481,merchant_chargeback_rate,merchant_disputed_amount_ratio,merchant_delayed_dispute_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio and merchant delayed dispute rate."
MCH7220,0.0,LOW,3,49214.19,0,0.0,0.0,,,,No risk signals identified.
MCH7221,0.0,LOW,5,52846.33,0,0.0,0.0,,,,No risk signals identified.
MCH7222,0.0,LOW,3,31389.72,0,0.0,0.0,,,,No risk signals identified.
MCH7223,8.142828487845927,LOW,4,44026.76,1,0.25,0.0164272819530667,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7224,0.0,LOW,2,17285.93,0,0.0,0.0,,,,No risk signals identified.
MCH7225,3.3333333333333335,LOW,3,25013.94,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7226,0.0,LOW,1,10974.67,0,0.0,0.0,,,,No risk signals identified.
MCH7227,0.0,LOW,1,14276.23,0,0.0,0.0,,,,No risk signals identified.
MCH7228,0.0,LOW,2,46595.75,0,0.0,0.0,,,,No risk signals identified.
MCH7229,3.3333333333333335,LOW,2,16745.010000000002,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7230,0.0,LOW,3,52377.46,0,0.0,0.0,,,,No risk signals identified.
MCH7231,0.0,LOW,2,46993.72,0,0.0,0.0,,,,No risk signals identified.
MCH7233,14.444444444444443,LOW,1,10203.04,1,1.0,-0.4071070974925119,merchant_chargeback_rate,merchant_failure_rate,merchant_delayed_dispute_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant delayed dispute rate."
MCH7234,0.0,LOW,4,45455.97,0,0.0,0.0,,,,No risk signals identified.
MCH7236,0.0,LOW,3,29240.43,0,0.0,0.0,,,,No risk signals identified.
MCH7237,0.0,LOW,3,40638.16,0,0.0,0.0,,,,No risk signals identified.
MCH7238,0.0,LOW,1,14337.11,0,0.0,0.0,,,,No risk signals identified.
MCH7239,0.0,LOW,1,14927.82,0,0.0,0.0,,,,No risk signals identified.
MCH7240,3.3333333333333335,LOW,4,33960.87,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7241,3.3333333333333335,LOW,2,21909.879999999997,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7242,0.0,LOW,2,16528.22,0,0.0,0.0,,,,No risk signals identified.
MCH7243,3.3333333333333335,LOW,3,41518.52,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7244,3.3333333333333335,LOW,2,33224.6,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7245,0.0,LOW,2,37883.43,0,0.0,0.0,,,,No risk signals identified.
MCH7246,0.0,LOW,3,24930.26,0,0.0,0.0,,,,No risk signals identified.
MCH7247,0.0,LOW,5,51207.54,0,0.0,0.0,,,,No risk signals identified.
MCH7248,11.415708213886779,LOW,1,15719.49,1,1.0,0.0548274784996205,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH7249,0.0,LOW,2,21988.84,0,0.0,0.0,,,,No risk signals identified.
MCH7250,0.0,LOW,2,30585.54,0,0.0,0.0,,,,No risk signals identified.
MCH7251,3.3333333333333335,LOW,3,30422.18,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7252,0.0,LOW,2,15325.09,0,0.0,0.0,,,,No risk signals identified.
MCH7254,0.0,LOW,2,19562.64,0,0.0,0.0,,,,No risk signals identified.
MCH7255,3.3333333333333335,LOW,5,23262.81,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7256,0.0,LOW,2,46885.55,0,0.0,0.0,,,,No risk signals identified.
MCH7257,0.0,LOW,2,14381.73,0,0.0,0.0,,,,No risk signals identified.
MCH7258,0.0,LOW,3,63175.8,0,0.0,0.0,,,,No risk signals identified.
MCH7259,0.0,LOW,1,12118.23,0,0.0,0.0,,,,No risk signals identified.
MCH7261,8.334099313901055,LOW,3,50081.05,1,0.3333333333333333,0.0333792921673966,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7262,0.0,LOW,1,312.59,0,0.0,0.0,,,,No risk signals identified.
MCH7265,0.0,LOW,4,53491.72,0,0.0,0.0,,,,No risk signals identified.
MCH7267,0.0,LOW,1,24276.75,0,0.0,0.0,,,,No risk signals identified.
MCH7268,0.0,LOW,1,17529.67,0,0.0,0.0,,,,No risk signals identified.
MCH7269,26.785103261320465,LOW,6,36847.22,2,0.3333333333333333,0.09759705074087,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant failure rate."
MCH7270,0.0,LOW,1,23759.99,0,0.0,0.0,,,,No risk signals identified.
MCH7271,0.0,LOW,2,12047.43,0,0.0,0.0,,,,No risk signals identified.
MCH7272,17.88143317304082,LOW,2,13745.01,1,0.5,0.3093289855736736,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH7273,14.842228419819007,LOW,2,29531.16,1,0.5,0.3358005577837105,merchant_chargeback_rate,merchant_disputed_amount_ratio,merchant_failure_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio and merchant failure rate."
MCH7274,0.0,LOW,1,13010.56,0,0.0,0.0,,,,No risk signals identified.
MCH7275,0.0,LOW,3,36164.63,0,0.0,0.0,,,,No risk signals identified.
MCH7276,0.0,LOW,5,48349.880000000005,0,0.0,0.0,,,,No risk signals identified.
MCH7278,11.554637788471002,LOW,5,58225.86,1,0.2,0.0159669603849561,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH7279,0.0,LOW,1,15166.74,0,0.0,0.0,,,,No risk signals identified.
MCH7280,0.0,LOW,3,38455.31,0,0.0,0.0,,,,No risk signals identified.
MCH7282,0.0,LOW,2,25837.89,0,0.0,0.0,,,,No risk signals identified.
MCH7283,0.0,LOW,1,15938.4,0,0.0,0.0,,,,No risk signals identified.
MCH7284,0.0,LOW,3,51355.3,0,0.0,0.0,,,,No risk signals identified.
MCH7285,0.0,LOW,1,3827.23,0,0.0,0.0,,,,No risk signals identified.
MCH7286,0.0,LOW,2,21786.77,0,0.0,0.0,,,,No risk signals identified.
MCH7288,0.0,LOW,1,22030.92,0,0.0,0.0,,,,No risk signals identified.
MCH7289,0.0,LOW,2,41328.07,0,0.0,0.0,,,,No risk signals identified.
MCH7290,0.0,LOW,2,30555.1,0,0.0,0.0,,,,No risk signals identified.
MCH7291,0.0,LOW,1,19057.07,0,0.0,0.0,,,,No risk signals identified.
MCH7292,0.0,LOW,2,28961.23,0,0.0,0.0,,,,No risk signals identified.
MCH7293,6.666666666666667,LOW,2,27301.63,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7294,0.0,LOW,2,26103.879999999997,0,0.0,0.0,,,,No risk signals identified.
MCH7296,0.0,LOW,1,9455.92,0,0.0,0.0,,,,No risk signals identified.
MCH7297,35.341967715566284,MEDIUM,3,12530.91,2,0.6666666666666666,0.6871847296006435,merchant_chargeback_rate,merchant_disputed_amount_ratio,merchant_delayed_dispute_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio and merchant delayed dispute rate."
MCH7298,0.0,LOW,2,40870.77,0,0.0,0.0,,,,No risk signals identified.
MCH7299,0.0,LOW,5,43898.25,0,0.0,0.0,,,,No risk signals identified.
MCH7300,0.0,LOW,1,1537.0,0,0.0,0.0,,,,No risk signals identified.
MCH7301,3.3333333333333335,LOW,2,21903.68,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7302,3.3333333333333335,LOW,2,29282.379999999997,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7303,0.0,LOW,1,20554.36,0,0.0,0.0,,,,No risk signals identified.
MCH7304,27.432963871320972,LOW,6,70057.22,1,0.1666666666666666,0.0542533660342217,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH7305,23.148148148148145,LOW,6,53218.22,1,0.1666666666666666,0.0,merchant_delayed_dispute_rate,merchant_chargeback_rate,,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate."
MCH7306,3.3333333333333335,LOW,4,94863.98,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7307,3.3333333333333335,LOW,1,21587.0,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7308,20.64379314434259,LOW,5,35490.04,1,0.2,0.1031765531963333,merchant_failure_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant failure rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH7310,0.0,LOW,2,-3036.8099999999995,0,0.0,0.0,,,,No risk signals identified.
MCH7312,0.0,LOW,1,10747.12,0,0.0,0.0,,,,No risk signals identified.
MCH7313,0.0,LOW,6,64286.310000000005,0,0.0,0.0,,,,No risk signals identified.
MCH7314,0.0,LOW,3,43568.52,0,0.0,0.0,,,,No risk signals identified.
MCH7315,0.0,LOW,2,23196.65,0,0.0,0.0,,,,No risk signals identified.
MCH7316,9.181958258243432,LOW,4,67461.73000000001,1,0.25,0.0631881216209545,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7317,0.0,LOW,3,62780.39,0,0.0,0.0,,,,No risk signals identified.
MCH7318,3.3333333333333335,LOW,2,23902.11,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7319,0.0,LOW,4,31848.94,0,0.0,0.0,,,,No risk signals identified.
MCH7320,7.777777777777778,LOW,4,53082.58,1,0.25,0.0,merchant_chargeback_rate,,,Elevated risk driven primarily by merchant chargeback rate.
MCH7321,0.0,LOW,1,14575.91,0,0.0,0.0,,,,No risk signals identified.
MCH7322,0.0,LOW,2,22416.1,0,0.0,0.0,,,,No risk signals identified.
MCH7323,3.3333333333333335,LOW,1,16409.43,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7324,0.0,LOW,1,-22456.75,0,0.0,0.0,,,,No risk signals identified.
MCH7325,3.3333333333333335,LOW,2,26026.6,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7326,0.0,LOW,2,31902.54,0,0.0,0.0,,,,No risk signals identified.
MCH7327,3.3333333333333335,LOW,2,37030.77,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7328,0.0,LOW,3,6030.239999999998,0,0.0,0.0,,,,No risk signals identified.
MCH7329,3.3333333333333335,LOW,4,35433.59,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7330,0.0,LOW,1,1630.69,0,0.0,0.0,,,,No risk signals identified.
MCH7331,11.11111111111111,LOW,2,15846.64,1,0.5,0.0,merchant_chargeback_rate,merchant_failure_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate."
MCH7332,0.0,LOW,1,4850.99,0,0.0,0.0,,,,No risk signals identified.
MCH7333,0.0,LOW,3,23853.92,0,0.0,0.0,,,,No risk signals identified.
MCH7334,0.0,LOW,4,35168.979999999996,0,0.0,0.0,,,,No risk signals identified.
MCH7335,3.3333333333333335,LOW,1,16849.23,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7336,17.045408441158045,LOW,2,18255.71,1,0.5,0.234086759704224,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant disputed amount ratio."
MCH7337,0.0,LOW,2,36690.3,0,0.0,0.0,,,,No risk signals identified.
MCH7338,6.666666666666667,LOW,4,61506.72,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7339,0.0,LOW,5,71763.88,0,0.0,0.0,,,,No risk signals identified.
MCH7340,3.3333333333333335,LOW,1,9935.62,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7341,20.14704305216682,LOW,3,46518.5,1,0.3333333333333333,0.1421559164633425,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH7342,0.0,LOW,2,12420.55,0,0.0,0.0,,,,No risk signals identified.
MCH7343,0.0,LOW,3,51983.43,0,0.0,0.0,,,,No risk signals identified.
MCH7344,3.3333333333333335,LOW,5,68458.41,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7345,0.0,LOW,1,2020.28,0,0.0,0.0,,,,No risk signals identified.
MCH7346,0.0,LOW,2,15230.81,0,0.0,0.0,,,,No risk signals identified.
MCH7347,24.75637699076426,LOW,4,34622.87,1,0.25,0.0140369645843917,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH7348,0.0,LOW,2,46869.68,0,0.0,0.0,,,,No risk signals identified.
MCH7349,19.699120714115203,LOW,3,22458.25,1,0.3333333333333333,0.1152805761802455,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant disputed amount ratio."
MCH7350,0.0,LOW,1,7888.86,0,0.0,0.0,,,,No risk signals identified.
MCH7351,0.0,LOW,4,34403.63,0,0.0,0.0,,,,No risk signals identified.
MCH7352,0.0,LOW,2,43097.33,0,0.0,0.0,,,,No risk signals identified.
MCH7353,3.3333333333333335,LOW,1,14125.38,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7354,0.0,LOW,3,28602.949999999997,0,0.0,0.0,,,,No risk signals identified.
MCH7355,20.534681198195884,LOW,2,35015.05,1,0.5,0.2481213078376297,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant failure rate."
MCH7357,0.0,LOW,4,42882.259999999995,0,0.0,0.0,,,,No risk signals identified.
MCH7358,0.0,LOW,1,2144.22,0,0.0,0.0,,,,No risk signals identified.
MCH7359,0.0,LOW,3,19452.89,0,0.0,0.0,,,,No risk signals identified.
MCH7360,0.0,LOW,2,36365.09,0,0.0,0.0,,,,No risk signals identified.
MCH7361,0.0,LOW,3,41927.45,0,0.0,0.0,,,,No risk signals identified.
MCH7362,0.0,LOW,4,21952.55,0,0.0,0.0,,,,No risk signals identified.
MCH7363,14.444444444444443,LOW,2,36242.16,1,0.5,-0.0193310773971529,merchant_chargeback_rate,merchant_delayed_dispute_rate,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate."
MCH7364,0.0,LOW,1,15654.85,0,0.0,0.0,,,,No risk signals identified.
MCH7365,0.0,LOW,2,24462.33,0,0.0,0.0,,,,No risk signals identified.
MCH7366,13.29838063435655,LOW,2,31549.94,1,0.5,0.1968542570920895,merchant_chargeback_rate,merchant_failure_rate,merchant_disputed_amount_ratio,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant failure rate and merchant disputed amount ratio."
MCH7367,8.19329820105169,LOW,4,48752.25,1,0.25,0.018698419047326,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7368,19.834553001040728,LOW,2,18637.59,1,0.5,0.1851097700936655,merchant_chargeback_rate,merchant_delayed_dispute_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant delayed dispute rate and merchant failure rate."
MCH7369,3.3333333333333335,LOW,2,39037.23,0,0.0,0.0,merchant_failure_rate,,,Elevated risk driven primarily by merchant failure rate.
MCH7370,0.0,LOW,4,38478.23,0,0.0,0.0,,,,No risk signals identified.
MCH7371,8.475996490965414,LOW,3,37360.07,1,0.3333333333333333,0.0418931227912581,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7372,0.0,LOW,3,36886.91,0,0.0,0.0,,,,No risk signals identified.
MCH7373,0.0,LOW,2,19931.410000000003,0,0.0,0.0,,,,No risk signals identified.
MCH7374,0.0,LOW,3,31197.8,0,0.0,0.0,,,,No risk signals identified.
MCH7376,0.0,LOW,3,24314.129999999997,0,0.0,0.0,,,,No risk signals identified.
MCH7377,0.0,LOW,1,12342.79,0,0.0,0.0,,,,No risk signals identified.
MCH7379,27.945083789283014,LOW,5,63310.47,1,0.2,0.0060230164141886,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH7380,25.635341210767283,LOW,4,22984.36,1,0.25,0.0535903544845277,merchant_delayed_dispute_rate,merchant_chargeback_rate,merchant_failure_rate,"Elevated risk driven primarily by merchant delayed dispute rate, combined with merchant chargeback rate and merchant failure rate."
MCH7381,11.254974926602802,LOW,2,11927.87,1,0.5,0.3129477433942523,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
MCH7382,0.0,LOW,2,37550.57,0,0.0,0.0,,,,No risk signals identified.
MCH7383,0.0,LOW,2,30901.72,0,0.0,0.0,,,,No risk signals identified.
MCH7384,8.379097785528737,LOW,1,16112.7,1,1.0,0.1082376013951727,merchant_chargeback_rate,merchant_disputed_amount_ratio,,"Elevated risk driven primarily by merchant chargeback rate, combined with merchant disputed amount ratio."
