txn_id_normalized,total_disputed_amount,chargeback_count,max_severity,chargeback_report_delay_hours,dispute_after_7_days_flag,invalid_chargeback_delay_flag
TXN00012937,2574.17,1,P3,634.2458333333333,True,False
TXN00012938,3749.0,1,LOW,1120.3991666666666,True,False
TXN00012946,3627.95,2,"H,P4",,False,False
TXN00012951,2826.0,1,P4,1117.6377777777775,True,False
TXN00012952,874.25,2,"L,LOW",,False,False
TXN00012958,1142.21,1,L,,False,False
TXN00012972,1647.57,1,P1,709.6102777777778,True,False
TXN00012979,21185.86,1,L,,False,False
TXN00012981,1168.0,1,H,,False,False
TXN00012989,2439.31,1,LOW,,False,False
TXN00012990,3464.25,1,HIGH,,False,False
TXN00012992,1617.78,1,LOW,,False,False
TXN00012998,1570.15,1,H,,False,False
TXN00013005,3734.7,1,P4,441.4719444444444,True,False
TXN00013006,-1637.49,1,M,646.9727777777778,True,False
TXN00013020,2027.64,1,M,,False,False
TXN00013029,1491.88,1,MEDIUM,,False,False
TXN00013039,7884.27,1,P3,,False,False
TXN00013042,5855.28,1,M,1456.7944444444445,True,False
TXN00013045,1889.29,2,"L,LOW",,False,False
TXN00013051,7272.0,1,LOW,396.50055555555554,True,False
TXN00013060,255.73,1,M,,False,False
TXN00013063,395.16,1,MEDIUM,,False,False
TXN00013078,30866.46,2,"CRITICAL,P2",,False,False
TXN00013090,1588.36,1,M,129.47444444444446,False,False
TXN00013096,8307.14,1,CRITICAL,194.125,True,False
TXN00013098,0.0,1,P3,461.32666666666665,True,False
TXN00013105,0.0,1,P4,,False,False
TXN00013107,5623.62,3,"HIGH,LOW",,False,False
TXN00013111,0.0,1,HIGH,391.19666666666666,True,False
TXN00013116,1464.53,1,MEDIUM,1090.5633333333333,True,False
TXN00013117,355.32,1,CRITICAL,1643.7591666666667,True,False
TXN00013127,1935.98,1,HIGH,89.61777777777777,False,False
TXN00013129,1549.0,1,P4,,False,False
TXN00013141,7638.7,1,CRITICAL,,False,False
TXN00013144,688.92,1,H,1523.9955555555557,True,False
TXN00013147,4819.26,1,LOW,1426.191388888889,True,False
TXN00013162,3403.35,2,"HIGH,M",,False,False
TXN00013171,1091.17,1,P2,2390.2025,True,False
TXN00013175,917.0,1,H,665.3697222222222,True,False
TXN00013194,0.0,1,MEDIUM,115.2225,False,False
TXN00013196,4814.0,1,MEDIUM,,False,False
TXN00013202,1331.0,1,CRITICAL,2115.788611111111,True,False
TXN00013206,26477.69,1,HIGH,9.3075,False,False
TXN00013230,1323.41,1,LOW,,False,False
TXN00013236,6523.57,1,LOW,87.79166666666667,False,False
TXN00013237,405.0,1,P3,,False,False
TXN00013246,5800.55,1,LOW,365.1177777777778,True,False
TXN00013258,6771.0,1,P3,1164.4580555555556,True,False
TXN00013266,6391.92,1,P2,516.9911111111111,True,False
TXN00013273,465.76,1,H,,False,False
TXN00013275,666.32,1,MEDIUM,674.4533333333334,True,False
TXN00013293,1939.67,2,"MEDIUM,P2",,False,False
TXN00013301,0.0,1,P2,,False,False
TXN00013323,1986.27,1,M,889.7530555555555,True,False
TXN00013326,2161.57,1,P3,,False,False
TXN00013350,1837.87,1,P3,,False,False
TXN00013355,6746.58,1,LOW,765.1861111111111,True,False
TXN00013358,2097.39,1,L,991.8727777777776,True,False
TXN00013363,740.0,1,LOW,,False,False
TXN00013367,18514.67,1,LOW,7009.4430555555555,True,False
TXN00013381,2423.25,2,"LOW,MEDIUM",,False,False
TXN00013395,6485.64,1,MEDIUM,,False,False
TXN00013396,203.0,1,P4,,False,False
TXN00013406,6052.19,1,HIGH,1960.1455555555556,True,False
TXN00013412,90.88,1,P4,,False,False
TXN00013418,6925.85,1,MEDIUM,,False,False
TXN00013423,498.7,1,MEDIUM,,False,False
TXN00013424,3989.1,1,LOW,,False,False
TXN00013432,616.19,1,L,,False,False
TXN00013438,532.41,1,MEDIUM,,False,False
TXN00013452,-2480.91,1,MEDIUM,500.4811111111111,True,False
TXN00013472,4341.0,1,LOW,1370.9227777777778,True,False
TXN00013473,2485.28,1,MEDIUM,193.3425,True,False
TXN00013474,3303.95,1,L,3570.150833333333,True,False
TXN00013496,3536.59,1,LOW,824.1327777777777,True,False
TXN00013498,469.12,1,L,,False,False
TXN00013500,-3214.54,1,P4,4313.7175,True,False
TXN00013503,2276.34,1,P3,866.4869444444445,True,False
TXN00013507,384.66,1,P3,,False,False
TXN00013519,4980.8,1,HIGH,5927.519722222222,True,False
TXN00013524,2142.84,1,LOW,,False,False
TXN00013526,1210.19,1,P1,846.1563888888888,True,False
TXN00013530,13780.14,2,"CRITICAL,L",,False,False
TXN00013531,2390.0,1,P4,,False,False
TXN00013539,1619.34,1,MEDIUM,,False,False
TXN00013545,2483.0,1,P4,724.3772222222223,True,False
TXN00013557,5693.78,1,P4,1066.5644444444445,True,False
TXN00013564,-4295.67,1,M,79.35222222222222,False,False
TXN00013581,162.44,1,L,,False,False
TXN00013592,1528.43,1,LOW,856.0213888888889,True,False
TXN00013593,792.99,1,M,,False,False
TXN00013602,2090.68,1,CRITICAL,1196.5830555555556,True,False
TXN00013623,9041.04,2,"H,P4",1850.5894444444448,True,False
TXN00013632,1178.89,1,M,,False,False
TXN00013636,8898.0,1,MEDIUM,57.40555555555556,False,False
TXN00013646,5986.31,1,L,,False,False
TXN00013653,-555.33,1,M,926.7830555555556,True,False
TXN00013665,-616.17,1,HIGH,665.4016666666666,True,False
TXN00013670,4375.63,1,MEDIUM,258.80444444444447,True,False
TXN00013687,506.18,1,P2,,False,False
TXN00013693,1899.73,1,H,,False,False
TXN00013720,4933.23,1,LOW,,False,False
TXN00013726,6019.31,1,HIGH,1005.0272222222222,True,False
TXN00013740,-6636.64,2,"LOW,MEDIUM",,False,False
TXN00013741,1756.23,1,HIGH,,False,False
TXN00013742,3062.43,1,H,,False,False
TXN00013744,1223.91,1,HIGH,183.07888888888888,True,False
TXN00013752,1283.33,1,P2,1211.0275,True,False
TXN00013763,306.11,1,P3,330.5588888888889,True,False
TXN00013806,6623.0,1,LOW,1032.95,True,False
TXN00013810,4552.67,1,P4,299.22083333333336,True,False
TXN00013811,2059.37,1,MEDIUM,,False,False
TXN00013813,0.0,1,P3,882.9086111111111,True,False
TXN00013816,-734.96,1,P4,406.11805555555554,True,False
TXN00013826,-1245.39,1,P4,246.5425,True,False
TXN00013866,-3952.26,1,L,319.4633333333333,True,False
TXN00013883,3588.0,1,M,,False,False
TXN00013884,3072.71,1,H,642.9494444444445,True,False
TXN00013900,1310.19,1,P3,0.0483333333333333,False,False
TXN00013909,1285.1999999999998,2,"H,P1",397.76666666666665,True,False
TXN00013910,877.44,1,H,,False,False
TXN00013912,-1478.88,1,P2,,False,False
TXN00013916,804.06,1,MEDIUM,,False,False
TXN00013922,0.0,1,P3,302.8441666666667,True,False
TXN00013925,3151.89,1,M,103.80777777777776,False,False
TXN00013934,8215.3,2,"HIGH,L",1193.3525,True,False
TXN00013935,1513.85,1,L,,False,False
TXN00013948,7171.27,1,LOW,,False,False
TXN00013962,1826.0,1,P3,,False,False
TXN00013993,2111.63,1,LOW,,False,False
TXN00013994,522.4,1,M,6581.288888888889,True,False
TXN00014010,1883.55,1,HIGH,,False,False
TXN00014011,1125.73,1,LOW,,False,False
TXN00014015,1855.84,1,MEDIUM,7416.0,True,False
TXN00014016,2538.7,1,P4,,False,False
TXN00014019,3936.95,2,"L,MEDIUM",83.67027777777778,False,False
TXN00014032,358.19,1,LOW,,False,False
TXN00014046,4405.58,1,LOW,,False,False
TXN00014054,4010.97,2,"LOW,P4",,False,False
TXN00014058,1591.3200000000002,2,"CRITICAL,P1",,False,False
TXN00014060,613.53,1,CRITICAL,,False,False
TXN00014062,1078.9,1,LOW,244.1511111111111,True,False
TXN00014076,1915.56,1,LOW,,False,False
TXN00014077,411.2,1,HIGH,672.1825,True,False
TXN00014086,4678.84,2,M,,False,False
TXN00014087,4901.36,1,LOW,1647.895,True,False
TXN00014090,848.3,1,M,1728.9191666666666,True,False
TXN00014094,-2999.91,1,M,,False,False
TXN00014106,1547.17,1,P4,31.3825,False,False
TXN00014118,3230.0,1,MEDIUM,,False,False
TXN00014122,440.57,1,MEDIUM,,False,False
TXN00014130,6351.69,1,M,,False,False
TXN00014145,3888.0,1,L,,False,False
TXN00014147,2551.0,1,LOW,337.75194444444446,True,False
TXN00014155,2193.93,1,MEDIUM,2320.9338888888888,True,False
TXN00014162,4363.63,1,LOW,,False,False
TXN00014165,0.0,1,MEDIUM,1170.0780555555557,True,False
TXN00014178,431.5,1,L,,False,False
TXN00014187,972.0,1,LOW,663.7336111111111,True,False
TXN00014222,2187.0,1,P4,605.1486111111111,True,False
TXN00014225,0.0,1,MEDIUM,82.55416666666666,False,False
TXN00014252,-5943.18,1,CRIT,4458.8175,True,False
TXN00014261,-750.7,1,P3,,False,False
TXN00014266,0.0,1,MEDIUM,928.8572222222224,True,False
TXN00014268,1797.0,1,P3,1669.5527777777777,True,False
TXN00014274,3293.82,1,MEDIUM,303.66583333333335,True,False
TXN00014276,637.61,1,M,576.2322222222223,True,False
TXN00014288,4255.52,1,M,1066.0552777777775,True,False
TXN00014295,3265.64,1,LOW,2196.8744444444446,True,False
TXN00014298,665.91,1,MEDIUM,,False,False
TXN00014312,4063.03,1,L,,False,False
TXN00014316,1017.0,1,LOW,732.0619444444444,True,False
TXN00014323,8749.79,1,L,465.74305555555554,True,False
TXN00014324,1724.56,1,MEDIUM,1344.0,True,False
TXN00014331,-678.63,1,P2,,False,False
TXN00014343,2893.0,1,P3,449.9772222222222,True,False
TXN00014346,-1908.15,1,L,,False,False
TXN00014355,348.87999999999994,2,"LOW,M",,False,False
TXN00014359,3642.0,1,LOW,,False,False
TXN00014364,2489.04,1,LOW,,False,False
TXN00014367,996.14,1,L,2693.7830555555556,True,False
TXN00014374,1445.01,1,P4,471.47527777777776,True,False
TXN00014381,1523.0,1,H,602.3275,True,False
TXN00014390,793.04,1,P4,,False,False
TXN00014392,4520.19,1,LOW,841.93,True,False
TXN00014396,1107.61,1,H,992.8313888888888,True,False
TXN00014399,1136.92,2,"HIGH,MEDIUM",,False,False
TXN00014405,6441.32,1,LOW,,False,False
TXN00014410,2302.66,1,MEDIUM,395.7744444444445,True,False
TXN00014412,0.0,1,M,438.6030555555555,True,False
TXN00014413,2399.47,2,"LOW,P3",381.51416666666665,True,False
TXN00014418,1393.43,1,M,639.0147222222222,True,False
TXN00014426,4193.52,1,M,2250.3586111111113,True,False
TXN00014436,5439.35,1,HIGH,,False,False
TXN00014440,12244.08,1,HIGH,,False,False
TXN00014450,2438.0,1,LOW,394.31916666666666,True,False
TXN00014452,-798.72,1,L,779.8477777777778,True,False
TXN00014454,752.03,1,P4,,False,False
TXN00014456,18916.34,2,"LOW,P4",,False,False
TXN00014460,651.01,1,HIGH,411.00111111111113,True,False
TXN00014470,0.0,1,P4,1085.1961111111111,True,False
TXN00014471,2509.27,1,H,872.215,True,False
TXN00014488,7101.31,1,P3,,False,False
TXN00014491,3840.0,1,P4,,False,False
TXN00014492,0.0,2,"H,P2",,False,False
TXN00014496,554.76,1,LOW,857.6561111111112,True,False
TXN00014515,181.44,1,L,,False,False
TXN00014522,1098.78,1,P4,,False,False
TXN00014532,4825.86,1,H,1034.9463888888888,True,False
TXN00014536,-12058.7,1,MEDIUM,,False,False
TXN00014545,1623.27,1,CRIT,2673.527777777778,True,False
TXN00014556,13308.54,1,P3,792.1955555555555,True,False
TXN00014566,2311.12,1,HIGH,252.48083333333332,True,False
TXN00014582,0.0,1,P2,435.08972222222224,True,False
TXN00014583,6768.55,1,LOW,1912.7905555555556,True,False
TXN00014584,25463.16,1,MEDIUM,,False,False
TXN00014601,689.0,1,LOW,1542.1680555555556,True,False
TXN00014618,1047.67,1,MEDIUM,893.7280555555556,True,False
TXN00014620,501.3,1,M,1819.4216666666664,True,False
TXN00014621,264.51,1,MEDIUM,1562.185277777778,True,False
TXN00014627,4363.55,1,MEDIUM,1011.7758333333334,True,False
TXN00014638,11829.79,2,"P2,P4",272.68638888888887,True,False
TXN00014640,5247.0,1,P4,1628.8755555555556,True,False
TXN00014655,290.31,1,HIGH,,False,False
TXN00014659,1093.6,1,CRIT,746.4027777777778,True,False
TXN00014669,1596.0,1,P4,100.85694444444444,False,False
TXN00014670,1969.23,1,M,1801.8369444444445,True,False
TXN00014672,1817.11,1,HIGH,359.2286111111111,True,False
TXN00014673,749.06,1,MEDIUM,,False,False
TXN00014680,6017.37,1,LOW,5.1225,False,False
TXN00014697,4816.24,1,M,1335.5083333333334,True,False
TXN00014701,4452.29,1,HIGH,722.6327777777777,True,False
TXN00014710,3089.13,1,M,,False,False
TXN00014711,1709.84,1,P4,,False,False
TXN00014722,336.91,1,M,,False,False
TXN00014731,4988.8,1,MEDIUM,774.9266666666666,True,False
TXN00014733,1558.23,1,P2,411.4155555555555,True,False
TXN00014743,-1382.96,1,MEDIUM,,False,False
TXN00014751,-1337.67,1,MEDIUM,,False,False
TXN00014774,2478.18,1,P4,1864.6091666666664,True,False
TXN00014785,1176.91,1,P4,,False,False
TXN00014790,350.19,1,MEDIUM,,False,False
TXN00014793,641.02,1,P2,,False,False
TXN00014794,975.44,1,MEDIUM,2032.175,True,False
TXN00014807,0.0,1,CRITICAL,869.5511111111111,True,False
TXN00014809,1458.95,1,P2,,False,False
TXN00014814,7081.78,1,LOW,,False,False
TXN00014824,898.64,1,L,,False,False
TXN00014835,2565.94,1,M,682.6408333333334,True,False
TXN00014836,0.0,1,L,2265.0397222222223,True,False
TXN00014849,2302.0,1,P2,48.0,False,False
TXN00014853,415.04,1,P3,548.9552777777777,True,False
TXN00014868,367.0,1,M,169.4572222222222,True,False
TXN00014870,10657.19,1,P4,,False,False
TXN00014880,3936.04,1,MEDIUM,,False,False
TXN00014884,0.0,1,P3,,False,False
TXN00014885,573.0,1,H,,False,False
TXN00014905,797.17,1,P3,,False,False
TXN00014926,2332.94,1,L,,False,False
TXN00014927,0.0,1,M,,False,False
TXN00014945,1720.02,1,MEDIUM,17.254444444444445,False,False
TXN00014966,10848.72,1,HIGH,548.8655555555556,True,False
TXN00014970,3336.7,1,MEDIUM,,False,False
TXN00014973,1483.85,2,"HIGH,L",228.6375,True,False
TXN00014977,683.69,1,HIGH,,False,False
TXN00015001,0.0,1,P1,,False,False
TXN00015006,3732.8,1,MEDIUM,,False,False
TXN00015011,1339.61,1,P4,145.1825,False,False
TXN00015015,1247.41,1,MEDIUM,,False,False
TXN00015023,946.63,1,P2,694.0272222222222,True,False
TXN00015034,8134.61,1,P2,1549.108611111111,True,False
TXN00015040,1568.41,1,LOW,,False,False
TXN00015049,1148.57,1,MEDIUM,90.23805555555556,False,False
TXN00015053,-3746.75,1,MEDIUM,,False,False
TXN00015054,-6049.12,1,M,2191.1980555555556,True,False
TXN00015064,981.9,1,MEDIUM,,False,False
TXN00015080,17242.91,1,MEDIUM,,False,False
TXN00015085,2613.46,2,"LOW,P3",,False,False
TXN00015086,1949.6,1,M,5776.226111111111,True,False
TXN00015088,590.13,1,LOW,,False,False
TXN00015091,20286.73,1,HIGH,,False,False
TXN00015094,12640.85,1,LOW,,False,False
TXN00015098,862.23,1,LOW,,False,False
TXN00015102,1038.0,1,M,1443.638888888889,True,False
TXN00015104,2517.56,1,LOW,306.42305555555555,True,False
TXN00015105,608.31,1,P4,1409.9758333333334,True,False
TXN00015106,4581.94,1,MEDIUM,,False,False
TXN00015109,287.95,1,M,1310.905277777778,True,False
TXN00015119,2069.0,1,LOW,,False,False
TXN00015121,1504.76,1,P3,,False,False
TXN00015125,967.0,1,M,2663.797777777778,True,False
TXN00015126,2119.11,1,L,2249.061111111111,True,False
TXN00015136,661.74,1,P4,,False,False
TXN00015156,743.67,1,LOW,1224.0,True,False
TXN00015166,732.38,1,P2,,False,False
TXN00015175,381.32,1,CRITICAL,7733.924722222222,True,False
TXN00015176,519.74,1,P1,,False,False
TXN00015183,4195.81,1,P3,447.83222222222224,True,False
TXN00015189,638.59,1,HIGH,,False,False
TXN00015200,0.0,1,L,,False,False
TXN00015216,2997.0,1,P1,1125.7480555555555,True,False
TXN00015223,1336.12,1,MEDIUM,5044.385555555556,True,False
TXN00015230,2419.56,1,P2,398.6325,True,False
TXN00015234,10354.45,1,HIGH,6121.4025,True,False
TXN00015239,10770.37,1,P4,,False,False
TXN00015243,448.21,1,P3,,False,False
TXN00015253,1700.27,1,LOW,1418.5644444444445,True,False
TXN00015262,2260.38,1,L,,False,False
TXN00015265,9117.57,1,M,,False,False
TXN00015268,4086.0,1,P3,474.50555555555553,True,False
TXN00015275,320.53,1,MEDIUM,139.86833333333334,False,False
TXN00015278,1070.58,1,MEDIUM,2011.665,True,False
TXN00015289,2649.1,1,LOW,1837.425277777778,True,False
TXN00015300,753.9,1,MEDIUM,,False,False
TXN00015310,3904.6,1,P4,1418.9394444444445,True,False
TXN00015316,930.83,1,P2,,False,False
TXN00015318,3397.0,1,MEDIUM,,False,False
TXN00015325,5464.95,1,P3,309.6405555555556,True,False
TXN00015341,12383.14,2,"CRITICAL,M",,False,False
TXN00015345,891.13,1,P4,575.2741666666667,True,False
TXN00015350,676.77,1,L,1846.8125,True,False
TXN00015367,3023.77,1,CRIT,,False,False
TXN00015372,1341.86,1,P1,,False,False
TXN00015384,452.46,1,L,286.3233333333333,True,False
TXN00015397,7960.18,2,"CRITICAL,P4",,False,False
TXN00015404,1356.41,1,LOW,2099.5944444444444,True,False
TXN00015416,4100.6,1,LOW,,False,False
TXN00015418,-2520.29,1,M,309.69055555555553,True,False
TXN00015427,1089.6,1,P3,963.3930555555556,True,False
TXN00015434,8317.58,1,MEDIUM,1796.1355555555556,True,False
TXN00015440,0.0,1,MEDIUM,,False,False
TXN00015469,0.0,1,P3,57.58222222222222,False,False
TXN00015474,879.08,1,MEDIUM,,False,False
TXN00015481,2917.55,1,LOW,,False,False
TXN00015492,2618.19,1,P2,,False,False
TXN00015494,1459.8,1,CRITICAL,,False,False
TXN00015495,448.1,1,MEDIUM,1863.15,True,False
TXN00015499,1792.1,1,LOW,1100.253333333333,True,False
TXN00015520,578.15,1,P1,1211.6258333333333,True,False
TXN00015532,90.26,1,P1,24.54138888888889,False,False
TXN00015571,722.56,1,P3,256.3986111111111,True,False
TXN00015576,2630.4500000000003,2,"P2,P3",1066.1297222222222,True,False
TXN00015587,11364.57,1,LOW,,False,False
TXN00015594,6385.46,2,"L,P1",398.73527777777775,True,False
TXN00015597,5141.83,1,L,,False,False
TXN00015627,4853.7,1,MEDIUM,,False,False
TXN00015632,386.01,1,LOW,,False,False
TXN00015644,4307.19,1,MEDIUM,,False,False
TXN00015649,2175.05,1,H,195.08638888888888,True,False
TXN00015653,3491.1,1,MEDIUM,819.415,True,False
TXN00015657,1966.13,1,LOW,293.9194444444444,True,False
TXN00015661,1840.53,1,HIGH,,False,False
TXN00015663,5021.55,1,MEDIUM,,False,False
TXN00015673,0.0,1,MEDIUM,,False,False
TXN00015679,221.0,1,LOW,1251.9483333333333,True,False
TXN00015686,4354.56,1,MEDIUM,1226.8775,True,False
TXN00015688,3314.0,1,M,,False,False
TXN00015694,2581.01,1,L,,False,False
TXN00015715,9730.68,1,LOW,6861.011944444444,True,False
TXN00015728,791.9,1,P4,,False,False
TXN00015729,5873.9,1,H,,False,False
TXN00015731,0.0,1,H,,False,False
TXN00015733,2313.86,1,P3,,False,False
TXN00015761,7479.95,2,LOW,,False,False
TXN00015766,2783.51,2,"HIGH,P4",905.0230555555556,True,False
TXN00015767,1904.98,1,P3,1285.622777777778,True,False
TXN00015777,-4982.63,1,LOW,1271.7777777777778,True,False
TXN00015779,5814.0,2,"H,L",1074.5327777777777,True,False
TXN00015780,1404.29,1,P3,,False,False
TXN00015781,9559.32,2,"MEDIUM,P2",24.0,False,False
TXN00015783,2852.68,1,P2,,False,False
TXN00015786,14485.22,1,MEDIUM,,False,False
TXN00015787,8787.96,1,P2,,False,False
TXN00015798,5976.69,1,P4,,False,False
TXN00015815,458.03,1,LOW,1330.461388888889,True,False
TXN00015825,272.77,1,CRIT,1896.5025,True,False
TXN00015831,3377.0,1,P2,1030.3516666666667,True,False
TXN00015855,9916.58,2,"LOW,P3",,False,False
TXN00015883,2183.47,1,P3,,False,False
TXN00015884,247.02,1,HIGH,3014.3719444444446,True,False
TXN00015908,540.0,1,MEDIUM,,False,False
TXN00015911,1701.23,1,P2,1943.8416666666667,True,False
TXN00015922,-759.33,1,P2,973.4433333333334,True,False
TXN00015926,851.0,1,MEDIUM,759.2983333333333,True,False
TXN00015930,8611.05,1,LOW,643.3080555555556,True,False
TXN00015934,1508.23,1,P2,1502.7969444444443,True,False
TXN00015944,1459.42,1,LOW,,False,False
TXN00015951,607.62,1,P3,,False,False
TXN00015953,0.0,1,P4,1752.0,True,False
TXN00015963,3356.0,1,MEDIUM,,False,False
TXN00015972,8836.22,1,CRITICAL,,False,False
TXN00015982,3445.69,1,L,1308.1847222222225,True,False
TXN00015990,-1640.31,1,P1,499.4997222222222,True,False
TXN00015992,6937.41,1,H,346.28694444444443,True,False
TXN00015997,1370.91,1,LOW,529.5558333333333,True,False
TXN00016001,1805.71,2,"HIGH,P3",,False,False
TXN00016017,-849.31,1,P2,,False,False
TXN00016035,2162.74,1,M,429.6013888888889,True,False
TXN00016038,447.63,1,HIGH,253.81055555555557,True,False
TXN00016040,3127.0,1,LOW,,False,False
TXN00016050,1426.42,1,P3,,False,False
TXN00016055,509.0,1,HIGH,,False,False
TXN00016057,3429.16,1,P2,,False,False
TXN00016061,-3106.54,1,MEDIUM,,False,False
TXN00016070,2123.39,1,M,504.0,True,False
TXN00016086,756.07,1,H,1836.8230555555556,True,False
TXN00016107,800.72,1,LOW,2002.3416666666667,True,False
TXN00016135,830.69,1,MEDIUM,,False,False
TXN00016138,2973.45,1,LOW,1143.9558333333334,True,False
TXN00016151,1236.73,1,LOW,,False,False
TXN00016160,604.17,1,MEDIUM,,False,False
TXN00016165,4335.54,1,H,,False,False
TXN00016173,8263.92,1,L,,False,False
TXN00016182,237.88,1,P4,44.27555555555555,False,False
TXN00016188,1305.41,1,P2,,False,False
TXN00016195,471.0,1,LOW,318.12666666666667,True,False
TXN00016196,-2141.56,1,P3,,False,False
TXN00016199,4366.91,1,HIGH,,False,False
TXN00016200,3220.1400000000003,2,"H,M",,False,False
TXN00016205,3052.0,1,P4,,False,False
TXN00016207,2011.32,2,"HIGH,P3",,False,False
TXN00016211,-6191.97,1,H,108.62527777777778,False,False
TXN00016267,1756.0,1,HIGH,,False,False
TXN00016286,2687.42,2,"MEDIUM,P3",1501.0016666666668,True,False
TXN00016295,10226.59,1,MEDIUM,180.68944444444443,True,False
TXN00016308,3857.22,1,L,,False,False
TXN00016316,5742.0,1,LOW,,False,False
TXN00016322,1512.0,1,LOW,1343.1988888888889,True,False
TXN00016325,1085.5,1,M,,False,False
TXN00016326,905.23,1,P4,482.8919444444445,True,False
TXN00016348,2797.85,1,LOW,,False,False
TXN00016351,2366.0,1,H,90.84527777777778,False,False
TXN00016352,6616.61,1,P3,,False,False
TXN00016365,287.37,1,P4,,False,False
TXN00016367,6490.82,1,P3,815.9894444444444,True,False
TXN00016378,403.8,1,HIGH,225.84305555555557,True,False
TXN00016394,1503.32,2,"HIGH,LOW",1431.2655555555557,True,False
TXN00016400,1616.81,1,P3,1949.5711111111111,True,False
TXN00016401,5981.0,1,P2,,False,False
TXN00016408,5179.58,1,LOW,,False,False
TXN00016424,1444.48,1,HIGH,,False,False
TXN00016429,276.59,1,MEDIUM,2170.4266666666667,True,False
TXN00016456,3977.66,1,LOW,772.2244444444444,True,False
TXN00016461,-734.05,1,HIGH,783.7944444444445,True,False
TXN00016465,1819.68,1,P2,5654.683333333333,True,False
TXN00016469,13428.48,2,"H,P1",,False,False
TXN00016470,-47.50999999999999,2,"HIGH,P2",,False,False
TXN00016493,1664.55,1,L,,False,False
TXN00016496,5996.21,1,CRITICAL,,False,False
TXN00016497,3794.91,1,M,7743.626111111111,True,False
TXN00016498,3489.66,1,P2,,False,False
TXN00016521,2697.0,1,LOW,714.3569444444445,True,False
TXN00016536,406.58,1,P1,684.9194444444445,True,False
TXN00016541,1089.44,1,MEDIUM,1386.925,True,False
TXN00016545,268.66,1,M,589.4966666666667,True,False
TXN00016557,3670.72,1,P3,,False,False
TXN00016562,709.53,1,LOW,,False,False
TXN00016574,2828.9,1,MEDIUM,339.5288888888889,True,False
TXN00016579,1345.55,1,P3,,False,False
TXN00016585,0.0,1,MEDIUM,,False,False
TXN00016593,6511.97,1,MEDIUM,,False,False
TXN00016623,818.66,1,HIGH,,False,False
TXN00016633,3329.74,1,P2,1307.4077777777777,True,False
TXN00016636,6720.23,1,MEDIUM,,False,False
TXN00016639,2539.68,1,HIGH,,False,False
TXN00016644,898.0,1,HIGH,220.74083333333337,True,False
TXN00016648,1142.0,1,MEDIUM,,False,False
TXN00016662,4341.13,1,LOW,,False,False
TXN00016671,1587.1,1,LOW,1078.8030555555556,True,False
TXN00016673,1675.84,1,L,76.24333333333334,False,False
TXN00016683,8248.74,1,M,,False,False
TXN00016687,15660.34,1,P3,,False,False
TXN00016689,2052.97,1,LOW,883.9727777777778,True,False
TXN00016708,2567.69,1,MEDIUM,,False,False
TXN00016714,0.0,1,P3,,False,False
TXN00016715,1128.27,1,MEDIUM,,False,False
TXN00016717,3272.08,1,MEDIUM,,False,False
TXN00016719,2956.42,1,LOW,,False,False
TXN00016726,2235.82,1,H,,False,False
TXN00016736,15548.64,1,P3,,False,False
TXN00016739,10606.78,1,L,2872.7580555555555,True,False
TXN00016742,1163.64,1,LOW,,False,False
TXN00016749,0.0,1,M,616.7897222222222,True,False
TXN00016753,390.5,1,L,1649.6947222222225,True,False
TXN00016754,2563.38,1,P4,,False,False
TXN00016756,455.72,1,MEDIUM,1372.8791666666666,True,False
TXN00016767,1273.0,1,H,306.46555555555557,True,False
TXN00016774,9878.08,1,CRIT,1628.6986111111112,True,False
TXN00016780,1017.31,1,LOW,,False,False
TXN00016806,754.9,1,P3,,False,False
TXN00016813,9012.82,1,P2,,False,False
TXN00016822,3058.22,1,LOW,,False,False
TXN00016836,0.0,1,MEDIUM,485.5355555555555,True,False
TXN00016837,0.0,1,HIGH,,False,False
TXN00016840,276.74,1,P2,187.5402777777778,True,False
TXN00016875,-570.66,1,LOW,,False,False
TXN00016877,3046.01,1,MEDIUM,1615.2725,True,False
TXN00016878,2996.76,1,LOW,,False,False
TXN00016890,2406.47,1,LOW,1998.7958333333331,True,False
TXN00016892,1942.12,1,P2,310.39694444444444,True,False
TXN00016902,1595.05,1,LOW,,False,False
TXN00016908,2938.45,1,LOW,912.8758333333334,True,False
TXN00016911,1895.66,1,MEDIUM,7523.186111111111,True,False
TXN00016915,886.36,1,M,,False,False
TXN00016920,2798.0,1,MEDIUM,45.64416666666666,False,False
TXN00016937,-6269.03,1,M,19.444166666666668,False,False
TXN00016939,27330.78,1,CRITICAL,,False,False
TXN00016940,7609.26,2,"LOW,MEDIUM",19.805,False,False
TXN00016957,1444.28,1,P4,2145.5672222222224,True,False
TXN00016961,942.21,2,"CRITICAL,P3",,False,False
TXN00016966,1081.02,1,LOW,288.85805555555555,True,False
TXN00016968,1768.72,1,MEDIUM,,False,False
TXN00016978,3895.0,1,MEDIUM,1689.6691666666666,True,False
TXN00016982,662.25,1,P3,4821.066111111111,True,False
TXN00016988,0.0,1,MEDIUM,1209.295,True,False
TXN00017004,645.98,1,CRITICAL,,False,False
TXN00017005,10880.54,1,MEDIUM,160.06472222222223,False,False
TXN00017012,990.42,1,MEDIUM,850.9816666666667,True,False
TXN00017025,0.0,1,LOW,1502.505,True,False
TXN00017037,1937.0,1,P2,103.73222222222222,False,False
TXN00017039,1306.0,1,LOW,,False,False
